master_protein	cells	treatment	rep
Q13263	MCF10A	NC	1
P21333	MCF10A	NC	1
P14618	MCF10A	NC	1
P23528	MCF10A	NC	1
P11142	MCF10A	NC	1
P16144	MCF10A	NC	1
Q8NBJ4	MCF10A	NC	1
P16989	MCF10A	NC	1
Q01105	MCF10A	NC	1
Q15287	MCF10A	NC	1
Q86U42	MCF10A	NC	1
Q05519	MCF10A	NC	1
P16402	MCF10A	NC	1
Q14116	MCF10A	NC	1
P17480	MCF10A	NC	1
P22234	MCF10A	NC	1
Q01130	MCF10A	NC	1
Q969L2	MCF10A	NC	1
Q13740	MCF10A	NC	1
P04920	MCF10A	NC	1
O75494	MCF10A	NC	1
O00154	MCF10A	NC	1
Q15424	MCF10A	NC	1
P46782	MCF10A	NC	1
P50897	MCF10A	NC	1
Q9UNN8	MCF10A	NC	1
P13639	MCF10A	NC	1
P60709	MCF10A	NC	1
O15042	MCF10A	NC	1
P06733	MCF10A	NC	1
P62805	MCF10A	NC	1
P46976	MCF10A	NC	1
P20042	MCF10A	NC	1
P62917	MCF10A	NC	1
Q96AY3	MCF10A	NC	1
P11021	MCF10A	NC	1
P84098	MCF10A	NC	1
O43707	MCF10A	NC	1
P62913	MCF10A	NC	1
Q96QD8	MCF10A	NC	1
Q14847	MCF10A	NC	1
O00203	MCF10A	NC	1
P11717	MCF10A	NC	1
Q14126	MCF10A	NC	1
Q13501	MCF10A	NC	1
Q08945	MCF10A	NC	1
P15514	MCF10A	NC	1
Q13308	MCF10A	NC	1
P17844	MCF10A	NC	1
Q02241	MCF10A	NC	1
Q9UIQ6	MCF10A	NC	1
P35637	MCF10A	NC	1
P68366	MCF10A	NC	1
Q8NAV1	MCF10A	NC	1
O43663	MCF10A	NC	1
O00567	MCF10A	NC	1
Q5ZPR3	MCF10A	NC	1
P84103	MCF10A	NC	1
P04083	MCF10A	NC	1
Q99613	MCF10A	NC	1
P26373	MCF10A	NC	1
P09497	MCF10A	NC	1
P35579	MCF10A	NC	1
P62241	MCF10A	NC	1
P98172	MCF10A	NC	1
P54709	MCF10A	NC	1
Q9UGP8	MCF10A	NC	1
E9PAV3	MCF10A	NC	1
Q8NBI5	MCF10A	NC	1
P62701	MCF10A	NC	1
P26583	MCF10A	NC	1
P06576	MCF10A	NC	1
P82970	MCF10A	NC	1
P25705	MCF10A	NC	1
P62266	MCF10A	NC	1
P29401	MCF10A	NC	1
Q15181	MCF10A	NC	1
Q13595	MCF10A	NC	1
P46777	MCF10A	NC	1
P46776	MCF10A	NC	1
P31947	MCF10A	NC	1
P26641	MCF10A	NC	1
P05026	MCF10A	NC	1
P42765	MCF10A	NC	1
O75487	MCF10A	NC	1
Q04637	MCF10A	NC	1
Q9BW04	MCF10A	NC	1
Q8WUA2	MCF10A	NC	1
Q07021	MCF10A	NC	1
Q14204	MCF10A	NC	1
P31431	MCF10A	NC	1
P49368	MCF10A	NC	1
Q15084	MCF10A	NC	1
P11166	MCF10A	NC	1
O15231	MCF10A	NC	1
P31040	MCF10A	NC	1
Q15365	MCF10A	NC	1
Q96IZ7	MCF10A	NC	1
P61247	MCF10A	NC	1
Q9Y6M5	MCF10A	NC	1
Q9UK58	MCF10A	NC	1
O14646	MCF10A	NC	1
Q01813	MCF10A	NC	1
P14923	MCF10A	NC	1
O75822	MCF10A	NC	1
P62753	MCF10A	NC	1
P27701	MCF10A	NC	1
Q8IX12	MCF10A	NC	1
P20290	MCF10A	NC	1
Q13185	MCF10A	NC	1
P50443	MCF10A	NC	1
Q92542	MCF10A	NC	1
P48960	MCF10A	NC	1
P78536	MCF10A	NC	1
P55084	MCF10A	NC	1
P15531	MCF10A	NC	1
P62249	MCF10A	NC	1
Q02750	MCF10A	NC	1
P21796	MCF10A	NC	1
P34910	MCF10A	NC	1
P30414	MCF10A	NC	1
P63261	MCF10A	NC	1
O95239	MCF10A	NC	1
P36957	MCF10A	NC	1
Q8WX93	MCF10A	NC	1
Q96JC9	MCF10A	NC	1
Q96PD2	MCF10A	NC	1
Q6PKG0	MCF10A	NC	1
Q9UKY7	MCF10A	NC	1
Q92536	MCF10A	NC	1
P51858	MCF10A	NC	1
O43157	MCF10A	NC	1
P55795	MCF10A	NC	1
P13611	MCF10A	NC	1
P52597	MCF10A	NC	1
P19634	MCF10A	NC	1
Q96Q45	MCF10A	NC	1
P31942	MCF10A	NC	1
Q13283	MCF10A	NC	1
Q8IZW8	MCF10A	NC	1
P45880	MCF10A	NC	1
O75367	MCF10A	NC	1
Q7Z6E9	MCF10A	NC	1
Q12904	MCF10A	NC	1
Q15056	MCF10A	NC	1
Q9UQC9	MCF10A	NC	1
P16401	MCF10A	NC	1
Q13243	MCF10A	NC	1
Q92597	MCF10A	NC	1
P16949	MCF10A	NC	1
P02794	MCF10A	NC	1
P60842	MCF10A	NC	1
Q9BY76	MCF10A	NC	1
P53634	MCF10A	NC	1
Q99442	MCF10A	NC	1
P29034	MCF10A	NC	1
P46013	MCF10A	NC	1
Q86WC4	MCF10A	NC	1
O14773	MCF10A	NC	1
Q9Y3E1	MCF10A	NC	1
P53801	MCF10A	NC	1
P01591	MCF10A	NC	1
Q8NBN3	MCF10A	NC	1
P53999	MCF10A	NC	1
Q9BW71	MCF10A	NC	1
Q9NYQ8	MCF10A	NC	1
P05362	MCF10A	NC	1
Q9NPF0	MCF10A	NC	1
P37802	MCF10A	NC	1
P29692	MCF10A	NC	1
P21589	MCF10A	NC	1
P39023	MCF10A	NC	1
P04908	MCF10A	NC	1
Q9P2E9	MCF10A	NC	2
P19338	MCF10A	NC	2
P23588	MCF10A	NC	2
Q14157	MCF10A	NC	2
Q9GZP8	MCF10A	NC	2
O15042	MCF10A	NC	2
Q08170	MCF10A	NC	2
P39687	MCF10A	NC	2
Q9NYF8	MCF10A	NC	2
P30101	MCF10A	NC	2
P07910	MCF10A	NC	2
Q92804	MCF10A	NC	2
P02545	MCF10A	NC	2
Q9UKV3	MCF10A	NC	2
O75976	MCF10A	NC	2
Q12797	MCF10A	NC	2
O00515	MCF10A	NC	2
Q13428	MCF10A	NC	2
Q7Z4V5	MCF10A	NC	2
O00461	MCF10A	NC	2
Q15149	MCF10A	NC	2
Q13753	MCF10A	NC	2
P22626	MCF10A	NC	2
Q9H1E3	MCF10A	NC	2
Q8IVF2	MCF10A	NC	2
Q9BTT0	MCF10A	NC	2
P35269	MCF10A	NC	2
P00558	MCF10A	NC	2
Q8NC51	MCF10A	NC	2
Q9C0C2	MCF10A	NC	2
Q8TF01	MCF10A	NC	2
Q16629	MCF10A	NC	2
Q08380	MCF10A	NC	2
Q8NFC6	MCF10A	NC	2
Q96ST2	MCF10A	NC	2
Q9NWH9	MCF10A	NC	2
P09651	MCF10A	NC	2
O14974	MCF10A	NC	2
P67809	MCF10A	NC	2
Q9NXV6	MCF10A	NC	2
P25445	MCF10A	NC	2
Q86YZ3	MCF10A	NC	2
Q16787	MCF10A	NC	2
O43719	MCF10A	NC	2
Q9Y3B9	MCF10A	NC	2
Q5T6F2	MCF10A	NC	2
P20700	MCF10A	NC	2
Q15758	MCF10A	NC	2
P55884	MCF10A	NC	2
Q9H4A4	MCF10A	NC	2
P61981	MCF10A	NC	2
Q9UQ35	MCF10A	NC	2
P26640	MCF10A	NC	2
O15234	MCF10A	NC	2
Q8WXA9	MCF10A	NC	2
P16070	MCF10A	NC	2
P38432	MCF10A	NC	2
Q9BU76	MCF10A	NC	2
O75475	MCF10A	NC	2
P15924	MCF10A	NC	2
Q14126	MCF10A	NC	2
P18583	MCF10A	NC	2
Q8NI27	MCF10A	NC	2
O43493	MCF10A	NC	2
P55011	MCF10A	NC	2
Q9H4F8	MCF10A	NC	2
Q9UHB6	MCF10A	NC	2
Q96FQ6	MCF10A	NC	2
Q13620	MCF10A	NC	2
P55290	MCF10A	NC	2
P34932	MCF10A	NC	2
P02795	MCF10A	NC	2
P11387	MCF10A	NC	2
P46013	MCF10A	NC	2
Q13751	MCF10A	NC	2
Q9Y2W1	MCF10A	NC	2
Q01469	MCF10A	NC	2
Q9H0D6	MCF10A	NC	2
P31689	MCF10A	NC	2
P38646	MCF10A	NC	2
P04731	MCF10A	NC	2
Q9UGP8	MCF10A	NC	2
Q9H5V8	MCF10A	NC	2
Q8N1G4	MCF10A	NC	2
P32926	MCF10A	NC	2
P29966	MCF10A	NC	2
Q9NXG2	MCF10A	NC	2
Q03252	MCF10A	NC	2
Q9Y2X3	MCF10A	NC	2
P46100	MCF10A	NC	2
Q9H0H5	MCF10A	NC	2
P05067	MCF10A	NC	2
Q9UHB7	MCF10A	NC	2
Q9BXP5	MCF10A	NC	2
Q6UN15	MCF10A	NC	2
Q8IX12	MCF10A	NC	2
P30825	MCF10A	NC	2
P04732	MCF10A	NC	2
Q9NUM4	MCF10A	NC	2
P55263	MCF10A	NC	2
Q92575	MCF10A	NC	2
P09429	MCF10A	NC	2
P14618	MCF10A	NC	2
P31431	MCF10A	NC	2
P62995	MCF10A	NC	2
Q09666	MCF10A	NC	2
Q9BTC0	MCF10A	NC	2
P45880	MCF10A	NC	2
P04156	MCF10A	NC	2
Q16658	MCF10A	NC	2
O75369	MCF10A	NC	2
Q02790	MCF10A	NC	2
P31947	MCF10A	NC	2
P13489	MCF10A	NC	2
Q8IXB1	MCF10A	NC	2
P24821	MCF10A	NC	2
Q13427	MCF10A	NC	2
P00338	MCF10A	NC	2
P80723	MCF10A	NC	2
Q00839	MCF10A	NC	2
Q9H307	MCF10A	NC	2
P30838	MCF10A	NC	2
Q9Y520	MCF10A	NC	2
P46087	MCF10A	NC	2
Q15043	MCF10A	NC	2
Q96PD2	MCF10A	NC	2
P12270	MCF10A	NC	2
P49756	MCF10A	NC	2
P11142	MCF10A	NC	2
Q14134	MCF10A	NC	2
Q9NW97	MCF10A	NC	2
Q99623	MCF10A	NC	2
Q96IZ0	MCF10A	NC	2
Q8N7H5	MCF10A	NC	2
Q6YHK3	MCF10A	NC	2
P23229	MCF10A	NC	2
P21291	MCF10A	NC	2
P18564	MCF10A	NC	2
P11047	MCF10A	NC	2
O15230	MCF10A	NC	2
Q9HCG8	MCF10A	NC	2
Q14498	MCF10A	NC	2
P84103	MCF10A	NC	2
Q8WWI1	MCF10A	NC	2
P58107	MCF10A	NC	2
Q5SW79	MCF10A	NC	2
Q13409	MCF10A	NC	2
P05556	MCF10A	NC	2
Q9H0G5	MCF10A	NC	2
Q32MZ4	MCF10A	NC	2
Q9Y4L1	MCF10A	NC	2
O43291	MCF10A	NC	2
P15144	MCF10A	NC	2
Q8N983	MCF10A	NC	2
P15529	MCF10A	NC	2
P08238	MCF10A	NC	2
Q15061	MCF10A	NC	2
Q8NE71	MCF10A	NC	2
Q14247	MCF10A	NC	2
P68104	MCF10A	NC	2
P06748	MCF10A	NC	2
P10809	MCF10A	NC	2
P07900	MCF10A	NC	2
P60174	MCF10A	NC	2
P47914	MCF10A	NC	2
P09758	MCF10A	NC	2
Q9Y6M5	MCF10A	NC	2
P36578	MCF10A	NC	2
Q15020	MCF10A	NC	2
Q9UMD9	MCF10A	NC	2
P62280	MCF10A	NC	2
P35659	MCF10A	NC	2
Q9Y383	MCF10A	NC	2
O95232	MCF10A	NC	2
P13639	MCF10A	NC	2
P62633	MCF10A	NC	2
P51991	MCF10A	NC	2
O95218	MCF10A	NC	2
P11279	MCF10A	NC	2
Q9UQ80	MCF10A	NC	2
P17301	MCF10A	NC	2
P27816	MCF10A	NC	2
Q01844	MCF10A	NC	2
P07204	MCF10A	NC	2
P13726	MCF10A	NC	2
Q66PJ3	MCF10A	NC	2
Q01105	MCF10A	NC	2
Q01650	MCF10A	NC	2
P07237	MCF10A	NC	2
Q13523	MCF10A	NC	2
P26583	MCF10A	NC	2
P16403	MCF10A	NC	2
P07355	MCF10A	NC	2
P15880	MCF10A	NC	2
P16401	MCF10A	NC	2
P62899	MCF10A	NC	2
P21333	MCF10A	NC	2
Q7L014	MCF10A	NC	2
P61978	MCF10A	NC	2
Q7KZF4	MCF10A	NC	2
P80297	MCF10A	NC	2
Q9BXR0	MCF10A	NC	2
Q9BUQ8	MCF10A	NC	2
P28331	MCF10A	NC	2
P22314	MCF10A	NC	2
P53999	MCF10A	NC	2
Q13247	MCF10A	NC	2
P17844	MCF10A	NC	2
P08621	MCF10A	NC	2
P28482	MCF10A	NC	2
P35268	MCF10A	NC	2
P62847	MCF10A	NC	2
P16989	MCF10A	NC	2
Q13263	MCF10A	NC	2
Q92597	MCF10A	NC	2
Q01130	MCF10A	NC	2
P63244	MCF10A	NC	2
P07195	MCF10A	NC	2
O94929	MCF10A	NC	2
P11021	MCF10A	NC	2
P04083	MCF10A	NC	2
P17480	MCF10A	NC	2
Q05519	MCF10A	NC	2
P26006	MCF10A	NC	2
P06733	MCF10A	NC	2
P35613	MCF10A	NC	2
Q14116	MCF10A	NC	2
P40926	MCF10A	NC	2
P22234	MCF10A	NC	2
Q96S94	MCF10A	NC	2
O75400	MCF10A	NC	2
Q969L2	MCF10A	NC	2
P04406	MCF10A	NC	2
Q8WW12	MCF10A	NC	2
P08648	MCF10A	NC	2
P25705	MCF10A	NC	2
Q9UIQ6	MCF10A	NC	2
P21796	MCF10A	NC	2
P30041	MCF10A	NC	2
P82970	MCF10A	NC	2
O75487	MCF10A	NC	2
Q6UXH1	MCF10A	NC	2
P16144	MCF10A	NC	2
Q15424	MCF10A	NC	2
Q8WUA2	MCF10A	NC	2
P46782	MCF10A	NC	2
Q07021	MCF10A	NC	2
P09382	MCF10A	NC	2
P13804	MCF10A	NC	2
O75367	MCF10A	NC	2
P60709	MCF10A	NC	2
Q9BY76	MCF10A	NC	2
Q9Y5B9	MCF10A	NC	2
P12429	MCF10A	NC	2
Q15287	MCF10A	NC	2
P46976	MCF10A	NC	2
P29401	MCF10A	NC	2
Q99613	MCF10A	NC	2
Q9Y3E1	MCF10A	NC	2
Q07666	MCF10A	NC	2
Q02241	MCF10A	NC	2
Q5T3I0	MCF10A	NC	2
P04920	MCF10A	NC	2
P13611	MCF10A	NC	2
Q96Q45	MCF10A	NC	2
P62269	MCF10A	NC	2
P62424	MCF10A	NC	2
P49411	MCF10A	NC	2
Q08945	MCF10A	NC	2
P26038	MCF10A	NC	2
Q86X55	MCF10A	NC	2
Q8NBJ4	MCF10A	NC	2
Q13510	MCF10A	NC	2
P35221	MCF10A	NC	2
O75494	MCF10A	NC	2
O00154	MCF10A	NC	2
P08195	MCF10A	NC	2
P15586	MCF10A	NC	2
P06576	MCF10A	NC	2
Q7Z6M4	MCF10A	NC	2
P50897	MCF10A	NC	2
P47756	MCF10A	NC	2
P14625	MCF10A	NC	2
P61254	MCF10A	NC	2
Q96AY3	MCF10A	NC	2
P06899	MCF10A	NC	2
Q92688	MCF10A	NC	2
P05026	MCF10A	NC	2
Q96QD8	MCF10A	NC	2
P49327	MCF10A	NC	2
O15143	MCF10A	NC	2
P52597	MCF10A	NC	2
Q9Y639	MCF10A	NC	2
Q92541	MCF10A	NC	2
P51531	MCF10A	NC	2
P84098	MCF10A	NC	2
P62805	MCF10A	NC	2
O00203	MCF10A	NC	2
P62753	MCF10A	NC	2
E9PAV3	MCF10A	NC	2
P07814	MCF10A	NC	2
P48960	MCF10A	NC	2
O43707	MCF10A	NC	2
P29034	MCF10A	NC	2
P35579	MCF10A	NC	2
Q9NPF0	MCF10A	NC	2
O14646	MCF10A	NC	2
Q5T200	MCF10A	NC	2
P31942	MCF10A	NC	2
Q14103	MCF10A	NC	2
P20042	MCF10A	NC	2
P33176	MCF10A	NC	2
Q14512	MCF10A	NC	2
P13010	MCF10A	NC	2
P23528	MCF10A	NC	2
P78324	MCF10A	NC	2
P13667	MCF10A	NC	2
P67936	MCF10A	NC	2
O00567	MCF10A	NC	2
P50395	MCF10A	NC	2
P62913	MCF10A	NC	2
O75083	MCF10A	NC	2
P62829	MCF10A	NC	2
Q13740	MCF10A	NC	2
Q9NRF9	MCF10A	NC	2
Q8NAV1	MCF10A	NC	2
P62917	MCF10A	NC	2
P61956	MCF10A	NC	2
P01033	MCF10A	NC	2
P35637	MCF10A	NC	2
O43663	MCF10A	NC	2
Q9H501	MCF10A	NC	2
Q13243	MCF10A	NC	2
P09622	MCF10A	NC	2
P18827	MCF10A	NC	2
P00533	MCF10A	NC	2
Q12931	MCF10A	NC	2
P62241	MCF10A	NC	2
P78527	MCF10A	NC	2
Q7Z6E9	MCF10A	NC	2
P42765	MCF10A	NC	2
P21589	MCF10A	NC	2
Q08554	MCF10A	NC	2
P05023	MCF10A	NC	2
Q92896	MCF10A	NC	2
P49368	MCF10A	NC	2
P63104	MCF10A	NC	2
P01011	MCF10A	NC	2
P07954	MCF10A	NC	2
P52799	MCF10A	NC	2
O15371	MCF10A	NC	2
Q8IV08	MCF10A	NC	2
P53396	MCF10A	NC	2
Q13444	MCF10A	NC	2
Q96IZ7	MCF10A	NC	2
Q04637	MCF10A	NC	2
Q14204	MCF10A	NC	2
P26641	MCF10A	NC	2
Q9NYV4	MCF10A	NC	2
P27701	MCF10A	NC	2
P29692	MCF10A	NC	2
Q9UKY7	MCF10A	NC	2
P17096	MCF10A	NC	2
O14647	MCF10A	NC	2
Q9BUF5	MCF10A	NC	2
Q13308	MCF10A	NC	2
O43157	MCF10A	NC	2
Q9UKJ3	MCF10A	NC	2
P55795	MCF10A	NC	2
P20290	MCF10A	NC	2
P54709	MCF10A	NC	2
Q9NR30	MCF10A	NC	2
P46777	MCF10A	NC	2
Q15084	MCF10A	NC	2
Q13595	MCF10A	NC	2
P09874	MCF10A	NC	2
P12004	MCF10A	NC	2
P98172	MCF10A	NC	2
Q01813	MCF10A	NC	2
O95297	MCF10A	NC	2
P04792	MCF10A	NC	2
P46776	MCF10A	NC	2
P11166	MCF10A	NC	2
P61247	MCF10A	NC	2
Q9ULF5	MCF10A	NC	2
Q9BQA1	MCF10A	NC	2
P62873	MCF10A	NC	2
O14773	MCF10A	NC	2
P40121	MCF10A	NC	2
P53801	MCF10A	NC	2
P04908	MCF10A	NC	2
P13473	MCF10A	NC	2
P06756	MCF10A	NC	2
Q8NFJ5	MCF10A	NC	2
Q14974	MCF10A	NC	2
Q9P2E9	MCF10A	NC	3
Q14157	MCF10A	NC	3
P06748	MCF10A	NC	3
P02545	MCF10A	NC	3
Q9BU76	MCF10A	NC	3
Q7Z4V5	MCF10A	NC	3
Q13428	MCF10A	NC	3
P23588	MCF10A	NC	3
P07910	MCF10A	NC	3
P31151	MCF10A	NC	3
P19338	MCF10A	NC	3
Q08170	MCF10A	NC	3
Q14498	MCF10A	NC	3
Q12797	MCF10A	NC	3
Q13753	MCF10A	NC	3
Q9NYF8	MCF10A	NC	3
Q92499	MCF10A	NC	3
Q9BTT0	MCF10A	NC	3
Q9UKV3	MCF10A	NC	3
P39687	MCF10A	NC	3
P35269	MCF10A	NC	3
P27348	MCF10A	NC	3
Q92804	MCF10A	NC	3
O75976	MCF10A	NC	3
P30101	MCF10A	NC	3
Q5T200	MCF10A	NC	3
P62633	MCF10A	NC	3
O00515	MCF10A	NC	3
Q9NWH9	MCF10A	NC	3
P52799	MCF10A	NC	3
Q15149	MCF10A	NC	3
Q9H1E3	MCF10A	NC	3
P82970	MCF10A	NC	3
O00461	MCF10A	NC	3
Q15648	MCF10A	NC	3
Q96QK1	MCF10A	NC	3
P00558	MCF10A	NC	3
Q9UQ35	MCF10A	NC	3
P54578	MCF10A	NC	3
P15924	MCF10A	NC	3
Q16629	MCF10A	NC	3
Q93009	MCF10A	NC	3
Q8IVF2	MCF10A	NC	3
Q99623	MCF10A	NC	3
P41227	MCF10A	NC	3
Q9C0C2	MCF10A	NC	3
Q8TF01	MCF10A	NC	3
Q96ST2	MCF10A	NC	3
P11142	MCF10A	NC	3
P18827	MCF10A	NC	3
Q8NC51	MCF10A	NC	3
P09651	MCF10A	NC	3
Q13541	MCF10A	NC	3
P20700	MCF10A	NC	3
Q08380	MCF10A	NC	3
P18564	MCF10A	NC	3
Q8NFC6	MCF10A	NC	3
Q9Y5B9	MCF10A	NC	3
Q16666	MCF10A	NC	3
Q9NXV6	MCF10A	NC	3
P33176	MCF10A	NC	3
Q00839	MCF10A	NC	3
O14974	MCF10A	NC	3
O43719	MCF10A	NC	3
P25445	MCF10A	NC	3
P49792	MCF10A	NC	3
P37802	MCF10A	NC	3
Q16787	MCF10A	NC	3
Q5T6F2	MCF10A	NC	3
Q9UKJ3	MCF10A	NC	3
P16070	MCF10A	NC	3
Q9H0H5	MCF10A	NC	3
Q5T3I0	MCF10A	NC	3
P98160	MCF10A	NC	3
O75475	MCF10A	NC	3
Q15758	MCF10A	NC	3
P35052	MCF10A	NC	3
Q9GZP8	MCF10A	NC	3
P61981	MCF10A	NC	3
Q7KZF4	MCF10A	NC	3
O94929	MCF10A	NC	3
P21333	MCF10A	NC	3
P51148	MCF10A	NC	3
Q9H4F8	MCF10A	NC	3
Q5T5P2	MCF10A	NC	3
P80723	MCF10A	NC	3
P26640	MCF10A	NC	3
P55884	MCF10A	NC	3
Q5ZPR3	MCF10A	NC	3
Q14126	MCF10A	NC	3
P67809	MCF10A	NC	3
P38432	MCF10A	NC	3
P11387	MCF10A	NC	3
Q8IZW8	MCF10A	NC	3
P50552	MCF10A	NC	3
O15234	MCF10A	NC	3
Q05682	MCF10A	NC	3
Q9NYV4	MCF10A	NC	3
Q8WVC0	MCF10A	NC	3
P18583	MCF10A	NC	3
P00533	MCF10A	NC	3
P55072	MCF10A	NC	3
O43493	MCF10A	NC	3
P60174	MCF10A	NC	3
P30419	MCF10A	NC	3
Q8WXA9	MCF10A	NC	3
P09382	MCF10A	NC	3
Q9UPT8	MCF10A	NC	3
P49207	MCF10A	NC	3
O95747	MCF10A	NC	3
Q9UHB6	MCF10A	NC	3
Q13243	MCF10A	NC	3
Q9H0D6	MCF10A	NC	3
Q9Y2W1	MCF10A	NC	3
P55011	MCF10A	NC	3
P34932	MCF10A	NC	3
Q13620	MCF10A	NC	3
P46013	MCF10A	NC	3
P04733	MCF10A	NC	3
P38646	MCF10A	NC	3
Q09666	MCF10A	NC	3
Q13813	MCF10A	NC	3
P02795	MCF10A	NC	3
Q03252	MCF10A	NC	3
Q08J23	MCF10A	NC	3
Q9UBE0	MCF10A	NC	3
P31947	MCF10A	NC	3
P26641	MCF10A	NC	3
Q9BXP5	MCF10A	NC	3
P22626	MCF10A	NC	3
P15144	MCF10A	NC	3
Q6UX71	MCF10A	NC	3
Q13310	MCF10A	NC	3
O15230	MCF10A	NC	3
P45880	MCF10A	NC	3
Q92896	MCF10A	NC	3
P30825	MCF10A	NC	3
P07814	MCF10A	NC	3
Q9UHB7	MCF10A	NC	3
P05067	MCF10A	NC	3
Q8IX12	MCF10A	NC	3
Q9P265	MCF10A	NC	3
Q92575	MCF10A	NC	3
P09758	MCF10A	NC	3
Q15654	MCF10A	NC	3
Q9NUM4	MCF10A	NC	3
Q13247	MCF10A	NC	3
O95239	MCF10A	NC	3
P04732	MCF10A	NC	3
Q15061	MCF10A	NC	3
P09429	MCF10A	NC	3
P02794	MCF10A	NC	3
P29966	MCF10A	NC	3
O00139	MCF10A	NC	3
Q8IXB1	MCF10A	NC	3
Q9BRP8	MCF10A	NC	3
Q7Z417	MCF10A	NC	3
Q14697	MCF10A	NC	3
Q9H4A3	MCF10A	NC	3
Q9BTC0	MCF10A	NC	3
P06756	MCF10A	NC	3
Q92538	MCF10A	NC	3
P63104	MCF10A	NC	3
P04156	MCF10A	NC	3
Q9NRX5	MCF10A	NC	3
Q9H307	MCF10A	NC	3
P13489	MCF10A	NC	3
Q02790	MCF10A	NC	3
P49756	MCF10A	NC	3
P23229	MCF10A	NC	3
Q9NUQ6	MCF10A	NC	3
P24821	MCF10A	NC	3
P54886	MCF10A	NC	3
Q13427	MCF10A	NC	3
P00338	MCF10A	NC	3
Q6YHK3	MCF10A	NC	3
P04731	MCF10A	NC	3
Q15365	MCF10A	NC	3
O75369	MCF10A	NC	3
P30838	MCF10A	NC	3
Q9Y520	MCF10A	NC	3
P46087	MCF10A	NC	3
Q8WW12	MCF10A	NC	3
P12270	MCF10A	NC	3
Q6PD62	MCF10A	NC	3
P09622	MCF10A	NC	3
P04792	MCF10A	NC	3
Q96PD2	MCF10A	NC	3
Q08AD1	MCF10A	NC	3
Q13751	MCF10A	NC	3
Q9NW97	MCF10A	NC	3
P62995	MCF10A	NC	3
Q8N3D4	MCF10A	NC	3
P12268	MCF10A	NC	3
Q96IZ0	MCF10A	NC	3
Q14134	MCF10A	NC	3
P18669	MCF10A	NC	3
Q8N7H5	MCF10A	NC	3
Q5VTL8	MCF10A	NC	3
Q14669	MCF10A	NC	3
P50402	MCF10A	NC	3
P06733	MCF10A	NC	3
Q13200	MCF10A	NC	3
Q13283	MCF10A	NC	3
P21291	MCF10A	NC	3
P47895	MCF10A	NC	3
Q13151	MCF10A	NC	3
P14618	MCF10A	NC	3
Q7Z6M4	MCF10A	NC	3
P52272	MCF10A	NC	3
P62701	MCF10A	NC	3
Q99613	MCF10A	NC	3
P10809	MCF10A	NC	3
Q8WUA2	MCF10A	NC	3
P08238	MCF10A	NC	3
Q9H5V8	MCF10A	NC	3
P23396	MCF10A	NC	3
P52294	MCF10A	NC	3
O43290	MCF10A	NC	3
P11047	MCF10A	NC	3
P05556	MCF10A	NC	3
P13639	MCF10A	NC	3
Q9HCG8	MCF10A	NC	3
Q01650	MCF10A	NC	3
Q5SW79	MCF10A	NC	3
Q8WYP5	MCF10A	NC	3
P62913	MCF10A	NC	3
P81605	MCF10A	NC	3
Q13409	MCF10A	NC	3
Q9Y639	MCF10A	NC	3
Q14847	MCF10A	NC	3
P17844	MCF10A	NC	3
Q15942	MCF10A	NC	3
O00468	MCF10A	NC	3
Q7Z6Z7	MCF10A	NC	3
O75400	MCF10A	NC	3
Q9H0G5	MCF10A	NC	3
Q9Y4L1	MCF10A	NC	3
Q13308	MCF10A	NC	3
O43291	MCF10A	NC	3
Q9HCY8	MCF10A	NC	3
Q92859	MCF10A	NC	3
Q9P2B2	MCF10A	NC	3
Q9Y6M5	MCF10A	NC	3
P15529	MCF10A	NC	3
P26006	MCF10A	NC	3
Q9BUQ8	MCF10A	NC	3
P02786	MCF10A	NC	3
O60832	MCF10A	NC	3
P35221	MCF10A	NC	3
P48643	MCF10A	NC	3
Q7L4I2	MCF10A	NC	3
P35659	MCF10A	NC	3
Q8NE71	MCF10A	NC	3
Q9Y263	MCF10A	NC	3
P68104	MCF10A	NC	3
O75487	MCF10A	NC	3
Q9H2G2	MCF10A	NC	3
P20645	MCF10A	NC	3
P42704	MCF10A	NC	3
Q32MZ4	MCF10A	NC	3
P05023	MCF10A	NC	3
Q16658	MCF10A	NC	3
P14923	MCF10A	NC	3
P55290	MCF10A	NC	3
P27701	MCF10A	NC	3
P40926	MCF10A	NC	3
Q9BW04	MCF10A	NC	3
Q9NV96	MCF10A	NC	3
O75533	MCF10A	NC	3
Q9Y490	MCF10A	NC	3
Q9Y265	MCF10A	NC	3
P07900	MCF10A	NC	3
P62263	MCF10A	NC	3
Q13444	MCF10A	NC	3
Q00688	MCF10A	NC	3
Q14247	MCF10A	NC	3
P36578	MCF10A	NC	3
P13804	MCF10A	NC	3
P52907	MCF10A	NC	3
Q9UMD9	MCF10A	NC	3
P47914	MCF10A	NC	3
Q07954	MCF10A	NC	3
P84098	MCF10A	NC	3
P62280	MCF10A	NC	3
P61978	MCF10A	NC	3
P39023	MCF10A	NC	3
P16989	MCF10A	NC	3
O95218	MCF10A	NC	3
Q13501	MCF10A	NC	3
P80297	MCF10A	NC	3
Q15366	MCF10A	NC	3
P35579	MCF10A	NC	3
Q9Y383	MCF10A	NC	3
Q14512	MCF10A	NC	3
O95232	MCF10A	NC	3
Q92597	MCF10A	NC	3
Q8NI27	MCF10A	NC	3
